GCF_000008865.2.fa.gz	GCF_000008865.2.fa.gz	100	1857	1863
GCF_000008865.2.fa.gz	GCF_000732965.1.fa.gz	99.9687	1831	1863
GCF_000008865.2.fa.gz	GCF_000005845.2.fa.gz	97.7623	1406	1863
GCF_000008865.2.fa.gz	GCF_000007405.1.fa.gz	97.188	1339	1863
GCF_000008865.2.fa.gz	GCF_000006925.2.fa.gz	96.9917	1353	1863
GCF_000008865.2.fa.gz	GCF_014262945.1.fa.gz	96.4001	1396	1863
GCF_000008865.2.fa.gz	GCF_000007545.1.fa.gz	82.1859	878	1863
GCF_000008865.2.fa.gz	GCF_000006945.2.fa.gz	82.1049	938	1863
GCF_000008865.2.fa.gz	GCF_003429465.1.fa.gz	82.0698	886	1863
GCF_000008865.2.fa.gz	GCF_000252995.1.fa.gz	81.7255	864	1863
GCF_000008865.2.fa.gz	GCF_013488025.1.fa.gz	78.9036	328	1863
GCF_000732965.1.fa.gz	GCF_000732965.1.fa.gz	100	1849	1879
GCF_000732965.1.fa.gz	GCF_000008865.2.fa.gz	99.9673	1829	1879
GCF_000732965.1.fa.gz	GCF_000005845.2.fa.gz	97.6978	1418	1879
GCF_000732965.1.fa.gz	GCF_000007405.1.fa.gz	97.1729	1344	1879
GCF_000732965.1.fa.gz	GCF_000006925.2.fa.gz	97.0117	1346	1879
GCF_000732965.1.fa.gz	GCF_014262945.1.fa.gz	96.4959	1393	1879
GCF_000732965.1.fa.gz	GCF_000007545.1.fa.gz	82.1201	892	1879
GCF_000732965.1.fa.gz	GCF_000006945.2.fa.gz	82.1068	923	1879
GCF_000732965.1.fa.gz	GCF_003429465.1.fa.gz	82.0985	905	1879
GCF_000732965.1.fa.gz	GCF_000252995.1.fa.gz	81.6624	878	1879
GCF_000732965.1.fa.gz	GCF_013488025.1.fa.gz	79.0124	328	1879
GCF_000005845.2.fa.gz	GCF_000005845.2.fa.gz	100	1547	1547
GCF_000005845.2.fa.gz	GCF_000008865.2.fa.gz	97.8563	1398	1547
GCF_000005845.2.fa.gz	GCF_000732965.1.fa.gz	97.8424	1396	1547
GCF_000005845.2.fa.gz	GCF_000007405.1.fa.gz	97.7188	1318	1547
GCF_000005845.2.fa.gz	GCF_000006925.2.fa.gz	97.664	1322	1547
